avg_hotel_occ_daily,total_bags,no_cancel_num,all_discounts,original_pay,Segments,vacation_daily_difference
0.09104234378830636,0.0,0.11764705882352941,0.0,0.009706877471253383,G2,0.10344827586206896
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.24520266464397275,0.0,0.0,0.0,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.036024646649504416,G1,0.034482758620689655
0.021750874809877828,0.0,0.0,0.35294117647058826,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.0019990035736033116,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.09534867099177262,0.3,0.11764705882352941,0.0,0.01729173576437402,G1,0.08620689655172414
0.1558219487103348,0.0,0.0,0.0,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.06303625423047386,0.0,0.11764705882352941,0.0,0.008243938051234108,G2,0.0
0.021750874809877828,0.0,0.0,0.29411764705882354,0.0,G2,0.0
0.1694402956292007,0.1,0.11764705882352941,0.0,0.00023278337472493,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.062250805671721615,0.2,0.11764705882352941,0.0,0.01822239612633324,G1,0.08620689655172414
0.09195961338557532,0.0,0.11764705882352941,0.0,0.006099208299957465,G2,0.10344827586206896
0.06289749687598105,0.0,0.11764705882352941,0.0,0.0047853070161950045,G1,0.08620689655172414
0.12176913733845114,0.1,0.11764705882352941,0.0,0.020267293983164843,G3,0.13793103448275862
0.021750874809877828,0.0,0.0,0.5294117647058821,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.016817652549995198,G1,0.017241379310344827
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.08080433364884002,0.0,0.11764705882352941,0.0,0.005764700483025503,G1,0.08620689655172414
0.09442562113119023,0.0,0.35294117647058826,0.0,0.10151626195321338,G1,0.08620689655172414
0.04609850769739433,0.0,0.11764705882352941,0.0,0.01750417425065754,G1,0.05172413793103448
0.021750874809877828,0.1,0.0,0.0,0.25561365151477156,G4,0.20689655172413793
0.17071873469927445,0.0,0.0,0.0,0.0,G2,0.0
0.0633428176721379,0.1,0.11764705882352941,0.0,0.013024040561083635,G1,0.06896551724137931
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.12602837673245548,0.0,0.0,0.0,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.24491216179970307,0.0,0.11764705882352941,0.0,0.009679908665645007,Outlier,0.27586206896551724
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.05917996851746798,G5,0.22413793103448276
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.09116048616343844,0.0,0.11764705882352941,0.0,0.008220281204209217,G2,0.10344827586206896
0.03737214891615563,0.0,0.23529411764705882,0.0,0.011672288322081349,G1,0.034482758620689655
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.021750874809877828,0.0,0.0,0.0,0.0,G2,0.0
0.021250645391614854,0.0,0.11764705882352941,0.0,0.017905394376199698,G1,0.017241379310344827
0.06018610337491186,0.2,0.11764705882352941,0.35294117647058826,0.029714892411025415,G1,0.06896551724137931
0.13224627968675348,0.3,0.35294117647058826,0.0,0.22873852702061412,G3,0.15517241379310345
0.04908608916244698,0.1,0.23529411764705882,0.0,0.011131965936032833,G1,0.05172413793103448
0.10945506610285849,0.1,0.11764705882352941,0.0,0.004442282734334081,G2,0.10344827586206896
